7.53397506e-6   1.7233338331845866e-7   1.7233338331845866e-7   1.7455018424993723e-7
8.05340538e-6   1.8380638022554995e-7   1.8380638022554995e-7   1.8617076341730073e-7
8.60860242e-6   1.9604218521728498e-7   1.9604218521728498e-7   1.9856396300885594e-7
9.20207256e-6   2.0909247456909235e-7   2.0909247456909235e-7   2.1178212403493837e-7
9.83645766e-6   2.2301154095475414e-7   2.2301154095475414e-7   2.2588023756013216e-7
0.00001051453506   2.3785627064828501e-7   2.3785627064828501e-7   2.4091592161188717e-7
0.0000112394208   2.536905556657031e-7   2.536905556657031e-7   2.5695389007763084e-7
0.00001201423092   2.7057784924658205e-7   2.7057784924658205e-7   2.7405841242416955e-7
0.000012842487900000002   2.885900073748936e-7   2.885900073748936e-7   2.923022689509451e-7
0.000013727849700000001   3.078013307520551e-7   3.078013307520551e-7   3.117607161223324e-7
0.000014674245240000002   3.282914762589625e-7   3.282914762589625e-7   3.325144354811029e-7
0.0000156858744   3.501454067992683e-7   3.501454067992683e-7   3.5464948284651455e-7
0.00001676720802   3.734533422931302e-7   3.734533422931302e-7   3.7825723867767087e-7
0.00001792312338   3.983136224403398e-7   3.983136224403398e-7   4.0343730766164527e-7
0.00001915876872   4.248297237694182e-7   4.248297237694182e-7   4.3029449739155223e-7
0.00002047956324   4.531102145199172e-7   4.531102145199172e-7   4.5893877266848e-7
0.000021891400320000003   4.832730477602801e-7   4.832730477602801e-7   4.89489603843635e-7
0.00002340057978   5.154440285399017e-7   5.154414488400225e-7   5.220744142526966e-7
0.000025013740139999998   5.497553020369965e-7   5.497525506156826e-7   5.568270489160607e-7
0.000026738197319999997   5.863524788021866e-7   5.863495442189242e-7   5.938949914376025e-7
0.0000285815382   6.253859048993079e-7   6.253827749611303e-7   6.334273718446524e-7
0.00003055189158   6.670163454576154e-7   6.670130071669561e-7   6.755931135810758e-7
0.0000326581314   7.1141916742758e-7   7.114156069091945e-7   7.205668851396931e-7
0.00003490953804   7.587732834876943e-7   7.587732834876943e-7   7.685337460972125e-7
0.00003731613702   8.092831300227087e-7   8.092790797035636e-7   8.19693324876688e-7
0.000039888699   8.631564867494757e-7   8.631521668036943e-7   8.742596802835927e-7
